"Date","Price","Open","High","Low","Vol.","Change %"
"10/06/2015","13,000.0","13,000.0","13,000.0","12,769.0","636.86K","1.20%"
"10/05/2015","12,846.0","12,615.0","12,846.0","12,538.0","144.26K","1.83%"
"10/02/2015","12,615.0","12,769.0","12,846.0","12,615.0","315.42K","-1.21%"
"10/01/2015","12,769.0","12,615.0","12,769.0","12,615.0","275.61K","1.22%"
"09/30/2015","12,615.0","12,538.0","12,769.0","12,538.0","524.95K","0.61%"
"09/29/2015","12,538.0","12,538.0","12,769.0","12,462.0","198.19K","0.00%"
"09/28/2015","12,538.0","12,923.0","12,923.0","12,538.0","318.99K","-2.40%"
"09/25/2015","12,846.0","12,769.0","12,923.0","12,615.0","466.67K","1.83%"
"09/24/2015","12,615.0","12,692.0","12,769.0","12,615.0","194.39K","-1.21%"
"09/23/2015","12,769.0","12,846.0","12,846.0","12,538.0","316.08K","-0.60%"
"09/22/2015","12,846.0","12,923.0","12,923.0","12,615.0","104.57K","0.60%"
"09/21/2015","12,769.0","12,538.0","12,769.0","12,538.0","304.94K","1.84%"
"09/18/2015","12,538.0","12,308.0","12,923.0","12,308.0","1.27M","1.87%"
"09/17/2015","12,308.0","12,538.0","12,538.0","12,154.0","106.41K","-1.24%"
"09/16/2015","12,462.0","12,077.0","12,462.0","12,077.0","810.11K","3.19%"
"09/15/2015","12,077.0","12,462.0","12,462.0","12,077.0","1.07M","-3.68%"
"09/14/2015","12,538.0","12,692.0","12,846.0","12,538.0","94.33K","-0.61%"
"09/11/2015","12,615.0","12,846.0","12,846.0","12,615.0","234.61K","-2.38%"
"09/10/2015","12,923.0","12,923.0","12,923.0","12,692.0","491.18K","0.00%"
"09/09/2015","12,923.0","12,615.0","13,000.0","12,615.0","312.66K","3.07%"
"09/08/2015","12,538.0","12,308.0","12,538.0","12,308.0","252.67K","1.24%"
"09/07/2015","12,385.0","12,385.0","12,462.0","12,308.0","363.91K","-0.62%"
"09/04/2015","12,462.0","12,692.0","12,692.0","12,385.0","338.46K","-1.81%"
"09/03/2015","12,692.0","12,692.0","12,692.0","12,231.0","750.78K","-0.60%"
"09/01/2015","12,769.0","12,692.0","12,923.0","12,692.0","318.89K","0.00%"
"08/31/2015","12,769.0","13,077.0","13,077.0","12,769.0","367.22K","-2.93%"
"08/28/2015","13,154.0","12,385.0","13,154.0","12,385.0","538.42K","6.87%"
"08/27/2015","12,308.0","12,308.0","12,385.0","12,154.0","983.44K","1.27%"
"08/26/2015","12,154.0","11,923.0","12,231.0","11,923.0","1.33M","1.94%"
"08/25/2015","11,923.0","12,231.0","12,385.0","11,923.0","952.41K","-2.52%"
"08/24/2015","12,231.0","13,077.0","13,077.0","11,923.0","761.06K","-4.21%"
"08/21/2015","12,769.0","13,000.0","13,000.0","12,692.0","435.71K","-2.36%"
